L1,L2,L3
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,C=CCc1ccnc(-c2cc(C)ccn2)c1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CN1CCN(c2ccc(Nc3cc(N[C@@H]4CCN(c5ccc(C#N)cn5)C[C@@H]4F)c(C(N)=O)cn3)nc2)CC1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(OC)c(N3CCCC3)cc2OC)cc1C(C)C
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,Fc1cc(N2CCN(Cc3ccc(-c4ccccn4)nc3)CC2)ncn1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,Cc1ccc2ccc3c(-c4ccc(-c5cc(-c6ccccc6)nc(-c6ccccn6)n5)cc4)cc(C)nc3c2n1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccnc(Nc2ncccc2C(=O)O)c1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CCCCC(CC)Cc1nc2c3cc(N4c5ccccc5C(c5ccccc5)(c5ccccc5)c5ccccc54)cnc3c3ncc(N4c5ccccc5C(c5ccccc5)(c5ccccc5)c5ccccc54)cc3c2nc1CC(CC)CCCC
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,CC1(C)CNCC[C@@H]1Nc1nc(-c2ccnc(Nc3ncc(F)cc3F)c2)nc2cncc(C3=CC=C3)c12
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,COc1cc(Nc2nccc(Nc3cccnc3-c3ccccn3)n2)ccc1N1CCN(I)CC1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CC1CCCCN1c1ccnc2c(O)ccc([N+](=O)[O-])c12
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,S=C(SCc1ccc(-c2ccccn2)nc1)c1ccccc1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,COc1ccc(-c2nc3ccccc3c(=O)n2N=Cc2ccc(F)c(Cl)c2)cc1OC
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CCSc1cc(C2(C#N)CC2)cnc1-c1cc(/C=C\C=O)c(N(C)CC(F)(F)C(F)(F)F)cn1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CN1CCC[C@@H]1c1ccnc(Nc2ccccn2)c1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CC1=NCCN=C(C)C1S(=O)(=O)c1ccc(O)c2ncccc12
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,O=Cc1cccc2cc3cccc(-c4nc5c6cccnc6c6ncccc6c5[nH]4)c3cc12
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CC(=O)Oc1c(I)cc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)cc1I
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1cc(-c2ccnc(-c3cc(-c4ccncc4)ccn3)c2)ccn1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,O=C1CN(Cc2ccnc(-c3ccccn3)c2)C(=O)N1c1ccc(SC(F)(F)F)cc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCOC(=O)[C@@H](C)Oc1ccc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)cc1OC
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1cccnc1Nc1ccc(C2CCCCN2C(=O)CNS(C)(=O)=O)cn1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Br)cc(OC)c2O[C@@H](C)C(=O)O)cc1C(C)C
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,C=CCc1cc(C=Nn2c(-c3cc(C(C)C)c(OCC)cc3C)nc3ccccc3c2=O)cc(OCC)c1OCC(=O)Nc1ccc(Cl)cc1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CC[C@@H](C)Oc1c(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)cccc1OC
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,O=C(O)N(Cc1cccc2ccccc12)c1ccc(O)c2ncccc12
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CC(C)(O)[C@H](F)CNC(=O)c1cnc(Nc2ncc(C(N)=O)cc2Cl)cc1NC1CCC(F)C1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(-c3ccccn3)nc2)cc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCOC(=O)COc1c(C=Nn2c(-c3cc(C(C)C)c(OC)cc3C)nc3ccccc3c2=O)cccc1OC
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,O=C(Nc1cnccc1-c1ccc(F)cc1F)c1ccnc(Nc2ccc(CF)cn2)c1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,Cc1cccc(-c2nc3ccccc3c(=O)n2N=Cc2cc(Br)cc(Br)c2OC(=O)c2ccccc2)c1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,C#Cc1ccc(-c2ccc(C#C)c[n+]2C)[n+](C)c1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,C=C(NC=O)c1cnc2c(O)cccc2c1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,C(=N[C@@H](COCc1ccc(-c2ccccn2)nc1)c1ccccc1)c1cnccn1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,O=C(NC1(CO)CCCC1)c1ccc(-c2ccccn2)nc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,O=C(Oc1ccc(Cl)cc1C=Nn1c(-c2ccccc2)nc2ccccc2c1=O)c1ccc(Cl)cc1Cl
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,c1ccc(-c2cc(-c3ccc(-c4nc5ccccc5c5cnc6c(ccc7cccnc76)c45)cc3)cc(-c3ccccn3)n2)nc1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CCOc1cc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)cc([N+](=O)[O-])c1Oc1ccc([N+](=O)[O-])cn1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CCOC(=O)COc1c(C=Nn2c(-c3cc(C(C)C)c(OC)cc3C)nc3ccccc3c2=O)cccc1OC
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,Cc1cncc(-c2cc(C)c(-c3c4ccccc4c(-c4cnc(-c5ncccc5C)cc4C)c4ccccc34)cn2)c1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,COC(=O)c1ccc(Nc2ncccc2[N+](=O)[O-])nc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,C#CCCCc1ccnc(-c2cc(N)ccn2)c1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,Oc1c(Cl)cc(Nc2ccc(O)c3ncccc23)cc1Cl
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,COC(=O)c1ccccc1NC(=O)c1cccnc1-c1ccccn1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,C=CCc1cc(C=Nn2c(-c3cc(C(C)C)c(OCC)cc3C)nc3ccccc3c2=O)cc(OCC)c1OC(C)=O
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,Fc1cccnc1-c1cc(Nc2ncnc3nc[nH]c23)ccn1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Cl)c(OCc3ccc(Cl)cc3Cl)c(OC)c2)cc1C(C)C
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCCCc1ccc(-c2ccc(O)c3ncccc23)cn1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,Cc1c(-c2ccc(O)c3ncccc23)oc2ccc(O)cc12
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CC(C)(O)[C@H](F)CNC(=O)c1cnc(Nc2ncc(C#N)cc2Cl)cc1NC1CCCC1F
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,O=c1c2ccccc2nc(-c2cccc(C(F)(F)F)c2)n1N=Cc1cc(Cl)c(O)c(Cl)c1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CC(C)Oc1ccc([N+](=O)[O-])cc1C=Nn1c(-c2cccc(C(F)(F)F)c2)nc2ccccc2c1=O
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,O=C(O)c1cc(-c2cncc(Cl)c2)cnc1-c1ccccn1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,COc1cccc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)c1Oc1ccc([N+](=O)[O-])cn1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,C[n+]1c(/C=C/c2ccc(O)c3ncccc23)[se]c2ccccc21
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2ccc(OCC(=O)Nc3ccc(C)cc3)c(Cl)c2)cc1C(C)C
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,CN1CCC(N(C)c2nc(-c3ccnc(Nc4ncc(F)cc4F)c3)nc3cncc(C4CC4)c23)CC1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccccc1-c1cc(-c2ccccn2)ncc1C
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,C=C/C=C\C(/C=C\Nc1ccc(-c2ccccn2)nc1)C/C=N\C(=C)[N+](=O)[O-]
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,c1ccc(-c2cc(-c3cn[nH]c3-c3ccccn3)ccn2)nc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Br)cc([N+](=O)[O-])c2OCc2ccc(Cl)cc2)cc1C(C)C
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,c1cnc2c(c1)c1nc(-c3ccc(N4CCOCCOCCOCCOCC4)cc3)[nH]c1c1cccnc12
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CCCc1cc(-c2cc(C(C)C)ccn2)ncc1N(C)N
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,Cc1ccnc(-c2cc(/C=C/c3ccc(/C=C/c4ccnc(-c5cc(C)ccn5)c4)cc3)ccn2)c1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCOc1cc(C=Nn2c(-c3cc(C(C)C)c(OC)cc3C)nc3ccccc3c2=O)cc([N+](=O)[O-])c1O[C@@H](C)C(=O)O
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,Cc1ccnc(-c2cc(C=C3C=CC=CC3P(c3ccccc3)c3ccccc3)ccn2)c1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,[B]c1ccc(O)c2ncccc12
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CCc1nc(-c2ccccc2)c(Oc2ccnc(Nc3ccc(NCCN4CCCC4)cn3)c2)s1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,c1ccc(-c2ncccc2NCN2CCCCC2)nc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCOc1ccc(C=Nn2c(-c3cc(C(C)C)c(OC)cc3C)nc3ccccc3c2=O)cc1OC
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CCCCCCCc1ccc(C=Cc2ccnc(-c3cc(C=Cc4ccc(CCCCCCC)cc4)ccn3)c2)cc1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Cl)c(OCc3ccc(C(=O)O)cc3)c([N+](=O)[O-])c2)cc1C(C)C
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,O=c1c2ccccc2nc(-c2ccccc2)n1N=Cc1cc(Br)c(OCc2ccc(Cl)cc2Cl)c(Br)c1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CSSc1ccnc(-c2cc(SSC)ccn2)c1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,C=CCOc1c(OCC)cc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)cc1[N+](=O)[O-]
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,Cc1ncc(C(=O)Nc2ccc(Oc3ccnc(Nc4ccccn4)c3)cn2)c(=O)n1C
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,C=C(c1ccnc(-c2cc(C(=O)N3CCN(C(=O)OCC)CC3)ccn2)c1)N1CCN(C(=O)OCC)CC1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,CCOc1ccc(Br)cc1C=Nn1c(-c2cccc(C(F)(F)F)c2)nc2ccccc2c1=O
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,O=C(NCCCCN1CCCCC1)Nc1ccc(-c2ccccn2)nc1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,C=CCOc1c(Br)cc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)cc1[N+](=O)[O-]
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,Cc1ccc(NC(=O)COc2ccc(C=Nn3c(-c4ccccc4)nc4ccccc4c3=O)cc2Cl)cc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,Cc1ccnc(-c2cc(/C=C/c3ccc4c(c3)OCCOCCOCCOCCO4)ccn2)c1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,FC(F)(F)c1ccccc1-c1nc2c3cccnc3c3ncccc3c2[nH]1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,COc1cc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)ccc1OCc1cccc([N+](=O)[O-])c1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Cl)cc(OC)c2O)cc1C(C)C
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,COc1cc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)cc([N+](=O)[O-])c1OCc1cccc(C)c1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CCc1nc(-c2ccccc2)c(Oc2ccnc(Nc3ccc(NCCN4CCN(C)CC4)cn3)c2)s1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CC(C)(C)NC(=O)OCc1ccnc(-c2cc(COC(=O)NC(C)(C)C)ccn2)c1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,Brc1ccccc1/C=C/c1ccnc(-c2cc(/C=C/c3ccccc3Br)cc[nH+]2)c1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CCNC(=O)c1ccnc(-c2ccccn2)c1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,CCOC(=O)[C@H](C)Oc1c(OC)cc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)c(Br)c1Cl
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,Cc1cccc(COc2ccc(C=Nn3c(-c4cccc(C(F)(F)F)c4)nc4ccccc4c3=O)cc2)c1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,O=C(O)CCCc1cccnc1-c1ccccn1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,Cc1nc2ccccc2n1CCCCCC(=O)Nc1ccc(O)c2ncccc12
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,O=C(Cc1ccccc1)Nc1ccc(-c2cc(-c3noc(C(F)(F)F)n3)ccn2)nc1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CCS(=O)(=O)c1cccnc1-c1ccc(OC)cn1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,FC(F)(F)c1cccnc1-c1ncccc1C(F)(F)F
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,Fc1c(F)c(F)c(Oc2nc(Oc3ccccc3)nc(N(c3ccccn3)c3ccccn3)n2)c(F)c1F
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2ccc(OCC(=O)N3CCOCC3)c(OC)c2)cc1C(C)C
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,c1cnc2c(c1)c1nc3ccc(-c4cc(-c5ccc6nc7c8cccnc8c8ncccc8c7nc6c5)cc(-c5ccc6nc7c8cccnc8c8ncccc8c7nc6c5)c4)cc3nc1c1cccnc12
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CCOc1cc(C=Nn2c(-c3cc(C(C)C)c(OC)cc3C)nc3ccccc3c2=O)c(Br)c(Br)c1OCC(N)=O
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,Nc1ncnc(N(c2ccccn2)c2ccccn2)n1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CCCC(=O)c1cnc2c(O)cccc2c1Nc1c(C)cccc1C
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,[C-]#[N+]c1cc(-c2c3ccccc3c(-c3ccc(-c4cc(C#N)ccn4)nc3)c3ccccc23)ccn1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,Fc1c[nH]c(-c2nc3cc4nc5c6cccnc6c6ncccc6c5nc4cc3nc2-c2[nH]cc(F)c2F)c1F
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,COc1ccc(Cl)cc1NC(=O)c1ccc(-c2ccccn2)nc1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CC(C)(C)C(=O)Nc1ccc(-c2ccc(NC(=O)C(C)(C)C)cn2)nc1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1cc(CCC(=O)OC(C)(C)C)cc(-c2cc(CCC(=O)OC(C)(C)C)cc(C)n2)n1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,COc1ccc(-c2ccc(-c3ccnc(-c4cc(-c5ccc(-c6ccc(OC)o6)o5)ccn4)c3)o2)o1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,c1ccc(-c2cccnc2-c2ncccc2N=Nc2cccnc2-c2ncccc2-c2ccccn2)nc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CC(=O)SCCCCSCCCCCCc1cc(-c2cc(C)ccn2)ncc1C
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,C=CCc1cc(C=Nn2c(-c3cccc(C(F)(F)F)c3)nc3ccccc3c2=O)cc(OC)c1OCC#N
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,O=C(O)c1ccccc1N=Nc1ccc(O)c2ncccc12
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,O=C(O)c1ccnc(-c2nccc(C(=O)O)c2-c2nccc(C(=O)O)c2-c2cc(C(=O)O)ccn2)c1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,O=S(=O)(Cc1ccc(-c2ccccn2)nc1)C1CCOC1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,COc1cc(C=Nn2c(-c3ccccc3)nc3ccccc3c2=O)ccc1OCC(=O)OC(C)C
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CC(C)(O)CNC(=O)c1ccc(Nc2cc(N3CC[C@@](C#N)(C4CC4)C3=O)ccn2)nc1
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,O=S(=O)(c1ccc2ccccc2c1)c1ccc(O)c2ncccc12
c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,c1ccc(-n2ccc3c4ccc5c6ccccc6n(-c6ccc(-c7ccccn7)nc6)c5c4ccc32)cc1
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CNC(=O)c1cnc(Nc2cc(C)c(F)cn2)cc1Nc1ccc(C(=O)N2CC(F)(F)C2)cc1S(C)(=O)=O
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(OC)c(OCC(=O)Nc3ccc(F)cc3)c(OC)c2)cc1C(C)C
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,C=C(C(=O)O)c1cccnc1-c1ccccn1
Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,CSc1ccccc1CC(=O)c1ccc(-c2ccccn2)nc1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cccc(OC)c2OCc2ccc([N+](=O)[O-])cc2)cc1C(C)C
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,Cn1ccnc1COc1ccc(-c2ccccn2)nc1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,CC(C)(O)c1ccc(Nc2cc(Nc3ncccc3S(C)(=O)=O)c(C(=O)C3CC3)cn2)nc1
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,CCCCCCCCCCCCCCc1cccnc1-c1ccccn1
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2ccc(OCC#N)c(Br)c2)cc1C(C)C
c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,COc1cc(/C=N/n2c(-c3ccccc3)nc3c(Br)cc(Br)cc3c2=O)cc(OC)c1OC
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,COc1cccc(NCc2ccc(O)c3ncccc23)n1
c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,Nc1ccccc1C(=O)c1ccc(O)c2ncccc12
Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccnc(-c2cc(-n3ccccc3=O)ccn2)c1C
