UMAP1,UMAP2,Dataset
4.4645185,4.6944084,t
5.1501536,5.2736373,t
5.2188816,5.2798033,t
5.7434654,5.4866395,t
5.748253,5.5449033,t
13.332295,4.9998493,t
3.7842555,4.1580896,t
13.2459955,4.9420276,t
13.289607,4.9587293,t
13.33558,4.993672,t
13.333828,4.9972577,t
13.333882,4.992106,t
13.33559,4.998056,t
13.334691,4.971175,t
13.336794,4.964962,t
13.328174,4.9908485,t
13.331918,4.9924498,t
13.333208,4.9990664,t
13.33276,5.003384,t
13.22227,4.929192,t
6.3717456,-9.845599,t
0.54415333,5.255546,t
0.5315125,5.2065816,t
1.2250966,1.745631,t
3.7858813,4.150124,t
6.3714757,-9.845502,t
-3.3818498,-0.4075052,t
6.371598,-9.845427,t
6.3715363,-9.845481,t
6.3714747,-9.845652,t
6.3721476,-9.845788,t
6.3725214,-9.845676,t
6.3723445,-9.846038,t
-3.5308843,-0.037848845,t
13.2446,4.9404287,t
1.0637597,2.1663527,t
1.0275105,2.0941942,t
13.230539,4.929132,t
13.244479,4.9404836,t
13.284892,4.9552064,t
-3.5359805,-0.026345465,t
13.215656,4.919095,t
-3.5076299,-0.4375718,t
0.91665477,3.4662433,t
-3.4919558,-0.43926266,t
-3.4843612,-0.4022833,t
0.5804483,5.1947513,t
0.55529976,5.2491674,t
13.289967,4.959522,t
0.54726136,5.273952,t
-3.6322336,-0.012426775,t
-3.6214256,0.016684256,t
-3.6430254,-0.009977577,t
-3.634533,0.010242941,t
13.182324,4.9196014,t
0.94294393,3.4759703,t
1.3209188,3.5511444,t
-3.3573825,-0.346436,t
1.3185693,3.5531716,t
0.9173679,3.4609444,t
5.598491,3.6747952,t
5.5866237,3.675046,t
5.5832586,3.5718145,t
-3.3367639,-0.323056,t
13.214065,4.92017,t
